index_parent,index_child,type
415,415,wait
415,856,rotate
415,1297,rotate
415,1738,rotate
856,415,rotate
856,856,wait
856,1297,rotate
856,1738,rotate
1297,415,rotate
1297,856,rotate
1297,1297,wait
1297,1738,rotate
1738,415,rotate
1738,856,rotate
1738,1297,rotate
1738,1738,wait
415,416,translate
1298,1297,translate
856,877,translate
1759,1738,translate
416,416,wait
416,857,rotate
416,1298,rotate
416,1739,rotate
857,416,rotate
857,857,wait
857,1298,rotate
857,1739,rotate
1298,416,rotate
1298,857,rotate
1298,1298,wait
1298,1739,rotate
1739,416,rotate
1739,857,rotate
1739,1298,rotate
1739,1739,wait
416,417,translate
1299,1298,translate
857,878,translate
1760,1739,translate
417,417,wait
417,858,rotate
417,1299,rotate
417,1740,rotate
858,417,rotate
858,858,wait
858,1299,rotate
858,1740,rotate
1299,417,rotate
1299,858,rotate
1299,1299,wait
1299,1740,rotate
1740,417,rotate
1740,858,rotate
1740,1299,rotate
1740,1740,wait
417,418,translate
1300,1299,translate
858,879,translate
1761,1740,translate
418,418,wait
418,859,rotate
418,1300,rotate
418,1741,rotate
859,418,rotate
859,859,wait
859,1300,rotate
859,1741,rotate
1300,418,rotate
1300,859,rotate
1300,1300,wait
1300,1741,rotate
1741,418,rotate
1741,859,rotate
1741,1300,rotate
1741,1741,wait
418,419,translate
1301,1300,translate
859,880,translate
1762,1741,translate
419,419,wait
419,860,rotate
419,1301,rotate
419,1742,rotate
860,419,rotate
860,860,wait
860,1301,rotate
860,1742,rotate
1301,419,rotate
1301,860,rotate
1301,1301,wait
1301,1742,rotate
1742,419,rotate
1742,860,rotate
1742,1301,rotate
1742,1742,wait
860,881,translate
1763,1742,translate
420,420,wait
420,861,rotate
420,1302,rotate
420,1743,rotate
861,420,rotate
861,861,wait
861,1302,rotate
861,1743,rotate
1302,420,rotate
1302,861,rotate
1302,1302,wait
1302,1743,rotate
1743,420,rotate
1743,861,rotate
1743,1302,rotate
1743,1743,wait
420,421,translate
1303,1302,translate
421,421,wait
421,862,rotate
421,1303,rotate
421,1744,rotate
862,421,rotate
862,862,wait
862,1303,rotate
862,1744,rotate
1303,421,rotate
1303,862,rotate
1303,1303,wait
1303,1744,rotate
1744,421,rotate
1744,862,rotate
1744,1303,rotate
1744,1744,wait
421,422,translate
1304,1303,translate
422,422,wait
422,863,rotate
422,1304,rotate
422,1745,rotate
863,422,rotate
863,863,wait
863,1304,rotate
863,1745,rotate
1304,422,rotate
1304,863,rotate
1304,1304,wait
1304,1745,rotate
1745,422,rotate
1745,863,rotate
1745,1304,rotate
1745,1745,wait
422,423,translate
1305,1304,translate
423,423,wait
423,864,rotate
423,1305,rotate
423,1746,rotate
864,423,rotate
864,864,wait
864,1305,rotate
864,1746,rotate
1305,423,rotate
1305,864,rotate
1305,1305,wait
1305,1746,rotate
1746,423,rotate
1746,864,rotate
1746,1305,rotate
1746,1746,wait
423,424,translate
1306,1305,translate
424,424,wait
424,865,rotate
424,1306,rotate
424,1747,rotate
865,424,rotate
865,865,wait
865,1306,rotate
865,1747,rotate
1306,424,rotate
1306,865,rotate
1306,1306,wait
1306,1747,rotate
1747,424,rotate
1747,865,rotate
1747,1306,rotate
1747,1747,wait
424,425,translate
1307,1306,translate
425,425,wait
425,866,rotate
425,1307,rotate
425,1748,rotate
866,425,rotate
866,866,wait
866,1307,rotate
866,1748,rotate
1307,425,rotate
1307,866,rotate
1307,1307,wait
1307,1748,rotate
1748,425,rotate
1748,866,rotate
1748,1307,rotate
1748,1748,wait
425,426,translate
1308,1307,translate
426,426,wait
426,867,rotate
426,1308,rotate
426,1749,rotate
867,426,rotate
867,867,wait
867,1308,rotate
867,1749,rotate
1308,426,rotate
1308,867,rotate
1308,1308,wait
1308,1749,rotate
1749,426,rotate
1749,867,rotate
1749,1308,rotate
1749,1749,wait
426,427,translate
1309,1308,translate
427,427,wait
427,868,rotate
427,1309,rotate
427,1750,rotate
868,427,rotate
868,868,wait
868,1309,rotate
868,1750,rotate
1309,427,rotate
1309,868,rotate
1309,1309,wait
1309,1750,rotate
1750,427,rotate
1750,868,rotate
1750,1309,rotate
1750,1750,wait
427,428,translate
1310,1309,translate
428,428,wait
428,869,rotate
428,1310,rotate
428,1751,rotate
869,428,rotate
869,869,wait
869,1310,rotate
869,1751,rotate
1310,428,rotate
1310,869,rotate
1310,1310,wait
1310,1751,rotate
1751,428,rotate
1751,869,rotate
1751,1310,rotate
1751,1751,wait
428,429,translate
1311,1310,translate
429,429,wait
429,870,rotate
429,1311,rotate
429,1752,rotate
870,429,rotate
870,870,wait
870,1311,rotate
870,1752,rotate
1311,429,rotate
1311,870,rotate
1311,1311,wait
1311,1752,rotate
1752,429,rotate
1752,870,rotate
1752,1311,rotate
1752,1752,wait
429,430,translate
1312,1311,translate
430,430,wait
430,871,rotate
430,1312,rotate
430,1753,rotate
871,430,rotate
871,871,wait
871,1312,rotate
871,1753,rotate
1312,430,rotate
1312,871,rotate
1312,1312,wait
1312,1753,rotate
1753,430,rotate
1753,871,rotate
1753,1312,rotate
1753,1753,wait
430,431,translate
1313,1312,translate
431,431,wait
431,872,rotate
431,1313,rotate
431,1754,rotate
872,431,rotate
872,872,wait
872,1313,rotate
872,1754,rotate
1313,431,rotate
1313,872,rotate
1313,1313,wait
1313,1754,rotate
1754,431,rotate
1754,872,rotate
1754,1313,rotate
1754,1754,wait
431,432,translate
1314,1313,translate
432,432,wait
432,873,rotate
432,1314,rotate
432,1755,rotate
873,432,rotate
873,873,wait
873,1314,rotate
873,1755,rotate
1314,432,rotate
1314,873,rotate
1314,1314,wait
1314,1755,rotate
1755,432,rotate
1755,873,rotate
1755,1314,rotate
1755,1755,wait
432,433,translate
1315,1314,translate
433,433,wait
433,874,rotate
433,1315,rotate
433,1756,rotate
874,433,rotate
874,874,wait
874,1315,rotate
874,1756,rotate
1315,433,rotate
1315,874,rotate
1315,1315,wait
1315,1756,rotate
1756,433,rotate
1756,874,rotate
1756,1315,rotate
1756,1756,wait
433,434,translate
1316,1315,translate
434,434,wait
434,875,rotate
434,1316,rotate
434,1757,rotate
875,434,rotate
875,875,wait
875,1316,rotate
875,1757,rotate
1316,434,rotate
1316,875,rotate
1316,1316,wait
1316,1757,rotate
1757,434,rotate
1757,875,rotate
1757,1316,rotate
1757,1757,wait
434,435,translate
1317,1316,translate
435,435,wait
435,876,rotate
435,1317,rotate
435,1758,rotate
876,435,rotate
876,876,wait
876,1317,rotate
876,1758,rotate
1317,435,rotate
1317,876,rotate
1317,1317,wait
1317,1758,rotate
1758,435,rotate
1758,876,rotate
1758,1317,rotate
1758,1758,wait
435,436,translate
1318,1317,translate
436,436,wait
436,877,rotate
436,1318,rotate
436,1759,rotate
877,436,rotate
877,877,wait
877,1318,rotate
877,1759,rotate
1318,436,rotate
1318,877,rotate
1318,1318,wait
1318,1759,rotate
1759,436,rotate
1759,877,rotate
1759,1318,rotate
1759,1759,wait
436,437,translate
1319,1318,translate
437,437,wait
437,878,rotate
437,1319,rotate
437,1760,rotate
878,437,rotate
878,878,wait
878,1319,rotate
878,1760,rotate
1319,437,rotate
1319,878,rotate
1319,1319,wait
1319,1760,rotate
1760,437,rotate
1760,878,rotate
1760,1319,rotate
1760,1760,wait
437,438,translate
1320,1319,translate
438,438,wait
438,879,rotate
438,1320,rotate
438,1761,rotate
879,438,rotate
879,879,wait
879,1320,rotate
879,1761,rotate
1320,438,rotate
1320,879,rotate
1320,1320,wait
1320,1761,rotate
1761,438,rotate
1761,879,rotate
1761,1320,rotate
1761,1761,wait
438,439,translate
1321,1320,translate
439,439,wait
439,880,rotate
439,1321,rotate
439,1762,rotate
880,439,rotate
880,880,wait
880,1321,rotate
880,1762,rotate
1321,439,rotate
1321,880,rotate
1321,1321,wait
1321,1762,rotate
1762,439,rotate
1762,880,rotate
1762,1321,rotate
1762,1762,wait
439,440,translate
1322,1321,translate
440,440,wait
440,881,rotate
440,1322,rotate
440,1763,rotate
881,440,rotate
881,881,wait
881,1322,rotate
881,1763,rotate
1322,440,rotate
1322,881,rotate
1322,1322,wait
1322,1763,rotate
1763,440,rotate
1763,881,rotate
1763,1322,rotate
1763,1763,wait
